id,observed_on_string,observed_on,time_observed_at,time_zone,created_at,updated_at,quality_grade,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,positioning_method,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
12187858,Wed May 02 2018 18:19:52 GMT-0700 (PDT),2018-05-02,2018-05-03 01:19:52 UTC,Pacific Time (US & Canada),2018-05-06 06:42:39 UTC,2018-05-06 15:37:02 UTC,research,1,0,false,3,"Anthony Chabot Regional Park, Castro Valley, CA, US",37.7202833333,-122.1037221667,32,32,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12198185,Sat May 05 2018 15:15:20 GMT-0700 (PDT),2018-05-05,2018-05-05 22:15:20 UTC,Pacific Time (US & Canada),2018-05-06 16:47:21 UTC,2018-05-06 16:52:57 UTC,research,1,0,false,3,"Trione-Annadel State Park, Santa Rosa, CA, US",38.4252860245,-122.6245855992,82,82,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12198481,Sun May 06 2018 12:29:32 GMT-0400 (EDT),2018-05-06,2018-05-06 16:29:32 UTC,Eastern Time (US & Canada),2018-05-06 16:55:07 UTC,2018-05-07 15:57:24 UTC,research,1,0,false,3,"35 Shirley Rd, Groton, MA, US",42.5908083333,-71.58362,30,30,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12201377,Sun May 06 2018 08:44:48 GMT-0700 (PDT),2018-05-06,2018-05-06 15:44:48 UTC,Pacific Time (US & Canada),2018-05-06 18:13:18 UTC,2021-07-04 16:27:07 UTC,research,2,0,false,3,"Palomar Mountain State Park, Pauma Valley, CA, US",33.3417357316,-116.9033409449,29,29,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12201769,Sun May 06 2018 11:21:41 GMT-0700 (PDT),2018-05-06,2018-05-06 18:21:41 UTC,Pacific Time (US & Canada),2018-05-06 18:22:37 UTC,2022-04-17 05:23:26 UTC,casual,1,0,true,3,"1834 Walworth Ave, Pasadena, CA, US",34.1773716667,-118.1354528333,6,6,,woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12206244,Sun May 06 2018 16:13:38 GMT-0400 (EDT),2018-05-06,2018-05-06 20:13:38 UTC,Eastern Time (US & Canada),2018-05-06 20:14:00 UTC,2018-06-01 23:28:32 UTC,needs_id,1,0,false,3,"2130 E Baltimore St, Baltimore, MD, US",39.2921544845,-76.58610994,10,10,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12206407,2018/05/01 ,2018-05-01,,Atlantic Time (Canada),2018-05-06 20:16:51 UTC,2018-05-06 20:30:28 UTC,casual,0,0,false,,"Richland County, OH, USA",40.6108114229,-82.3740747355,373,373,,Wild Strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12210203,Sun May 06 2018 17:43:45 GMT-0400 (EDT),2018-05-06,2018-05-06 21:43:45 UTC,Eastern Time (US & Canada),2018-05-06 21:49:58 UTC,2018-05-09 14:14:56 UTC,needs_id,0,0,false,3,"Iroquois National Wildlife Refuge, Oakfield, NY, US",43.1262351014,-78.3281773702,10,10,,,Fragaria vesca,woodland strawberry,Plantae,50298
12216300,2018-05-06 1:56:00 PM PDT,2018-05-06,2018-05-06 20:56:00 UTC,Pacific Time (US & Canada),2018-05-07 00:37:50 UTC,2018-05-08 20:16:23 UTC,research,2,0,false,2,"East Side Trail, Descanso, CA 91916, USA",32.9266978099,-116.557861045,344,344,gps,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12223600,Sun May 06 2018 18:42:37 GMT-0700 (PDT),2018-05-06,2018-05-07 01:42:37 UTC,Pacific Time (US & Canada),2018-05-07 04:53:07 UTC,2018-05-20 19:26:59 UTC,research,2,0,false,3,"Oakland, CA  94611, Oakland, CA, US",37.8517633333,-122.1953366667,12,12,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12224010,2018/04/28 10:36 AM PDT,2018-04-28,2018-04-28 17:36:00 UTC,Pacific Time (US & Canada),2018-05-07 05:08:13 UTC,2018-05-12 20:04:02 UTC,research,2,0,false,,"Presidio, San Francisco, CA, USA",37.7903916667,-122.4698888889,,,,Fragolina di bosco,Fragaria vesca,woodland strawberry,Plantae,50298
12234914,Mon May 07 2018 11:33:54 GMT-0400 (EDT),2018-05-07,2018-05-07 15:33:54 UTC,Eastern Time (US & Canada),2018-05-07 16:07:02 UTC,2018-06-19 14:50:37 UTC,research,2,0,false,3,"295 Farmers Row, Groton, MA, US",42.5912083333,-71.5821616667,30,30,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12236410,2018-05-02 12:41:53 PM PDT,2018-05-02,2018-05-02 19:41:53 UTC,Pacific Time (US & Canada),2018-05-07 16:59:20 UTC,2018-05-20 19:26:52 UTC,research,3,0,false,2,"50 Drakewood Ln, Novato, CA 94947, USA",38.0838543,-122.5696695,19,19,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12239067,Mon May 07 2018 09:24:34 GMT-0400 (EDT),2018-05-07,2018-05-07 13:24:34 UTC,Eastern Time (US & Canada),2018-05-07 18:10:17 UTC,2018-05-08 13:46:49 UTC,research,2,0,false,3,"Mackworth Island, Falmouth, ME, US",43.68780407,-70.2286255047,1376,1376,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12241525,Mon May 07 2018 14:08:13 GMT-0400 (EDT),2018-05-07,2018-05-07 18:08:13 UTC,Eastern Time (US & Canada),2018-05-07 19:26:29 UTC,2018-05-08 11:58:44 UTC,research,1,0,false,3,"Perkasie, PA  18944, Perkasie, PA, US",40.3710549639,-75.1734904742,357,357,,Fragolina di bosco,Fragaria vesca,woodland strawberry,Plantae,50298
12243347,2016/04/10 3:19 PM PDT,2016-04-10,2016-04-10 22:19:00 UTC,Pacific Time (US & Canada),2018-05-07 20:23:18 UTC,2018-05-20 19:26:42 UTC,research,2,0,false,,"Marin County, CA, USA",38.0599833333,-122.8844777778,,,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12243612,2018-05-07 10:29:44 AM PDT,2018-05-07,2018-05-07 17:29:44 UTC,Pacific Time (US & Canada),2018-05-07 20:29:17 UTC,2018-05-20 19:26:36 UTC,research,3,0,false,2,"Cuyamaca Rancho, Cuyamaca Rancho State Park, San Diego County, US-CA, US",32.9383811951,-116.5690231323,,,gps,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12243688,Wed Apr 25 2018 15:53:56 GMT-0700 (PDT),2018-04-25,2018-04-25 22:53:56 UTC,Pacific Time (US & Canada),2018-05-07 20:30:44 UTC,2018-08-07 20:03:01 UTC,research,2,0,false,3,The Grove of Old Trees,38.398014,-122.991549,259,259,,Wild Strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12250191,Mon May 07 2018 12:43:28 GMT-0700 (PDT),2018-05-07,2018-05-07 19:43:28 UTC,Pacific Time (US & Canada),2018-05-08 00:05:28 UTC,2021-10-02 23:55:05 UTC,research,2,0,false,3,"Pollock Pines, CA  95726, Pollock Pines, CA, US",38.7328416667,-120.5283133333,16239,16239,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12265030,Mon May 07 2018 16:42:25 GMT-0400 (EDT),2018-05-07,2018-05-07 20:42:25 UTC,Eastern Time (US & Canada),2018-05-08 14:31:02 UTC,2018-07-27 00:33:37 UTC,needs_id,0,0,false,3,"132–398 N Colebrook Rd, Norfolk, CT, US",42.0274646581,-73.1388415397,5,5,,,Fragaria vesca americana,American woodland strawberry,Plantae,126801
12267193,Mon May 07 2018 15:34:10 GMT-0400 (EDT),2018-05-07,2018-05-07 19:34:10 UTC,Eastern Time (US & Canada),2018-05-08 16:10:10 UTC,2018-05-09 16:46:26 UTC,research,1,0,false,3,"Eagle Creek Park, Indianapolis, IN, US",39.8713505609,-86.2948457384,668,668,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12267697,Tue May 08 2018 09:29:03 GMT-0700 (PDT),2018-05-08,2018-05-08 16:29:03 UTC,Pacific Time (US & Canada),2018-05-08 16:29:57 UTC,2018-05-08 20:47:31 UTC,research,1,0,false,3,"12401 SE 320th St, Auburn, WA, US",47.308645,-122.1751716667,10,10,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12270330,2018-05-08 1:47:42 PM EDT,2018-05-08,2018-05-08 17:47:42 UTC,Eastern Time (US & Canada),2018-05-08 17:57:15 UTC,2018-05-08 18:00:28 UTC,needs_id,0,0,false,2,"Western Reserve Greenway, Rock Creek, OH 44084, USA",41.66512212,-80.84571111,3,3,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12277947,Tue May 08 2018 18:29:49 GMT-0400 (EDT),2018-05-08,2018-05-08 22:29:49 UTC,Eastern Time (US & Canada),2018-05-08 22:30:23 UTC,2018-05-08 22:30:39 UTC,needs_id,0,0,false,3,"1–7 Old Farm Ln, Wells, ME, US",43.338164608,-70.5459182338,5,5,,,Fragaria vesca,woodland strawberry,Plantae,50298
12279963,Tue May 08 2018 14:19:19 GMT-0400 (EDT),2018-05-08,2018-05-08 18:19:19 UTC,Eastern Time (US & Canada),2018-05-08 23:48:53 UTC,2018-05-09 00:00:28 UTC,needs_id,0,0,false,3,"Heath, OH  43056, Heath, OH, US",40.0501111667,-82.2299883333,5,5,,,Fragaria vesca,woodland strawberry,Plantae,50298
12283941,Sun May 06 2018 13:41:58 GMT-0700 (PDT),2018-05-06,2018-05-06 20:41:58 UTC,Pacific Time (US & Canada),2018-05-09 02:01:14 UTC,2018-05-10 04:18:35 UTC,research,2,0,false,3,"Oxbow Park, Gresham, OR, US",45.4902333333,-122.296555,10,10,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12284576,2018/05/08 7:07 PM CDT,2018-05-08,2018-05-09 00:07:00 UTC,Central Time (US & Canada),2018-05-09 02:27:29 UTC,2019-09-21 22:50:58 UTC,research,1,0,false,,"Rockville County Park, Rockville, Minnesota",45.4712,-94.36012,6,6,,woodland strawberry,Fragaria vesca americana,American woodland strawberry,Plantae,126801
12296383,Wed May 09 2018 12:10:11 GMT-0400 (EDT),2018-05-09,2018-05-09 16:10:11 UTC,Eastern Time (US & Canada),2018-05-09 16:10:37 UTC,2018-05-09 16:10:53 UTC,needs_id,0,0,false,3,"Larwill, IN  46764, Larwill, IN, US",41.1726896558,-85.6286859513,5,5,,,Fragaria vesca,woodland strawberry,Plantae,50298
12296550,2018-05-09 12:15:29 PM EDT,2018-05-09,2018-05-09 16:15:29 UTC,Eastern Time (US & Canada),2018-05-09 16:17:37 UTC,2018-05-09 16:26:39 UTC,needs_id,0,0,false,2,"710 IN-5, Larwill, IN 46764, USA",41.17251916,-85.63002831,9,9,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12299776,2018-05-09 2:09:43 PM EDT,2018-05-09,2018-05-09 18:09:43 UTC,Eastern Time (US & Canada),2018-05-09 18:21:17 UTC,2018-05-09 18:21:48 UTC,needs_id,0,0,false,2,"Woodpecker Trail, New Boston, MI 48164, USA",42.0952093,-83.45216799,13,13,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12301163,2018-05-08 12:10:15 PM EDT,2018-05-08,2018-05-08 16:10:15 UTC,Eastern Time (US & Canada),2018-05-09 19:04:59 UTC,2018-05-11 14:29:28 UTC,needs_id,0,0,false,2,"Parc Pl, Stahlstown, PA 15687, USA",40.16359213,-79.26758229,10,10,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12303054,2018/05/09 11:44 AM EDT,2018-05-09,2018-05-09 15:44:00 UTC,Eastern Time (US & Canada),2018-05-09 20:02:12 UTC,2018-05-09 20:02:12 UTC,needs_id,0,0,false,,"Litzenberg Memorial Woods, Liberty Township, OH 45840, USA",41.0639417,-83.7624358,166,166,,Woodland Strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12310391,Wed May 09 2018 17:11:29 GMT-0700 (PDT),2018-05-09,2018-05-10 00:11:29 UTC,Pacific Time (US & Canada),2018-05-10 00:43:18 UTC,2019-02-12 04:53:29 UTC,research,2,0,false,3,"4744–5612 W Cougar Gulch Rd, Coeur D Alene, ID, US",47.65345,-116.8487783333,165,165,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12310962,2018/05/09 12:42 PM CDT,2018-05-09,2018-05-09 17:42:00 UTC,Central Time (US & Canada),2018-05-10 01:07:51 UTC,2018-05-11 23:15:43 UTC,needs_id,0,0,false,,"Beaver County, PA, USA",40.5060254718,-80.363638401,15,15,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12316017,2018/05/09 5:06 PM UTC,2018-05-09,,UTC,2018-05-10 05:23:55 UTC,2018-08-30 08:42:51 UTC,research,1,0,false,,"San Francisco, CA, USA",37.7749295,-122.4194155,7493,7493,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12316292,2018/05/05 2:41 PM EDT,2018-05-05,2018-05-05 18:41:00 UTC,Eastern Time (US & Canada),2018-05-10 05:37:55 UTC,2018-06-16 00:15:32 UTC,research,1,0,false,,"Mackinac County, MI, USA",45.841,-84.756925,,,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12320722,Thu May 10 2018 09:00:21 GMT-0400 (EDT),2018-05-10,2018-05-10 13:00:21 UTC,Eastern Time (US & Canada),2018-05-10 13:23:51 UTC,2018-05-10 16:06:49 UTC,needs_id,0,0,false,3,"Whitley County, US-IN, US",41.1723739455,-85.6299041222,12,12,,,Fragaria vesca,woodland strawberry,Plantae,50298
12321065,Thu May 10 2018 09:43:18 GMT-0400 (EDT),2018-05-10,2018-05-10 13:43:18 UTC,Eastern Time (US & Canada),2018-05-10 13:43:35 UTC,2018-05-10 13:43:43 UTC,needs_id,0,0,false,3,"525 Pebblestone Dr, Ringgold, GA, US",34.8905618163,-85.1513205563,30,30,,,Fragaria vesca,woodland strawberry,Plantae,50298
12322673,Thu May 10 2018 10:32:38 GMT-0400 (EDT),2018-05-10,2018-05-10 14:32:38 UTC,Eastern Time (US & Canada),2018-05-10 14:50:06 UTC,2018-05-10 16:11:12 UTC,needs_id,0,0,false,3,"Acadia National Park, Birch Harbor, ME, US",44.3375089084,-68.0622030503,23,23,,,Fragaria vesca,woodland strawberry,Plantae,50298
12333621,2018-05-10 1:28:39 PM PDT,2018-05-10,2018-05-10 20:28:39 UTC,Pacific Time (US & Canada),2018-05-10 21:23:51 UTC,2018-05-20 19:25:43 UTC,research,2,0,false,2,"Rohnert Park, CA 94928, USA",38.34331827,-122.67257072,22,22,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12333721,Thu May 10 2018 14:25:59 GMT-0700 (PDT),2018-05-10,2018-05-10 21:25:59 UTC,Pacific Time (US & Canada),2018-05-10 21:27:05 UTC,2018-05-12 05:39:55 UTC,research,1,0,false,3,"505 Valenzuela Rd, Carmel, CA, US",36.5737716419,-121.8988738264,1414,1414,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12345692,2018-05-05 4:24:06 PM PDT,2018-05-05,2018-05-05 23:24:06 UTC,Pacific Time (US & Canada),2018-05-11 06:38:12 UTC,2019-05-03 18:50:30 UTC,research,2,0,false,2,"355-371 Murray Ranch Access Rd, Redwood City, CA 94062, USA",37.4505195618,-122.3930435181,,,gps,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12350978,2018-05-11 10:19:45 AM EDT,2018-05-11,2018-05-11 14:19:45 UTC,Eastern Time (US & Canada),2018-05-11 14:51:08 UTC,2018-05-11 15:59:31 UTC,needs_id,0,0,false,2,"755 Tom Bell Odom Rd, Dahlonega, GA 30533, USA",34.5426497106,-84.0643787384,516,516,gps,woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12353841,Fri May 11 2018 11:37:44 GMT-0500 (CDT),2018-05-11,2018-05-11 16:37:44 UTC,Central Time (US & Canada),2018-05-11 16:38:05 UTC,2018-05-11 16:38:16 UTC,needs_id,0,0,false,3,"Beaverville, IL  60912, Beaverville, IL, US",41.0019350332,-87.5503846072,5,5,,,Fragaria vesca,woodland strawberry,Plantae,50298
12353851,Fri May 11 2018 11:38:06 GMT-0500 (CDT),2018-05-11,2018-05-11 16:38:06 UTC,Central Time (US & Canada),2018-05-11 16:38:24 UTC,2019-02-11 03:21:44 UTC,research,1,0,false,3,"Beaverville, IL  60912, Beaverville, IL, US",41.0020786571,-87.5504334737,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12354915,2018-05-11 12:33:01 PM EDT,2018-05-11,2018-05-11 16:33:01 UTC,Eastern Time (US & Canada),2018-05-11 17:23:58 UTC,2018-05-18 19:56:08 UTC,research,1,0,false,2,"Saint-Gaudens National Historic Site, Sullivan County, US-NH, US",43.50129495,-72.37033143,10,10,,Fragolina di bosco,Fragaria vesca,woodland strawberry,Plantae,50298
12355650,Fri May 11 2018 13:47:52 GMT-0400 (EDT),2018-05-11,2018-05-11 17:47:52 UTC,Eastern Time (US & Canada),2018-05-11 17:48:30 UTC,2018-05-12 20:03:31 UTC,research,1,0,false,3,"13120 Stringtown Rd, Clarksburg, MD, US",39.23906154,-77.2700022441,10,10,,Fragolina di bosco,Fragaria vesca,woodland strawberry,Plantae,50298
12357152,2018-05-11 11:37:18 AM PDT,2018-05-11,2018-05-11 18:37:18 UTC,Pacific Time (US & Canada),2018-05-11 18:39:28 UTC,2018-05-12 05:39:52 UTC,research,1,0,false,2,"7487 Red Hill Rd, Santa Cruz, CA 95064, USA",36.9977416992,-122.0597457886,,,gps,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12358180,2018-05-11 2:14:47 PM CDT,2018-05-11,2018-05-11 19:14:47 UTC,Central Time (US & Canada),2018-05-11 19:15:52 UTC,2018-05-16 22:07:37 UTC,needs_id,0,0,false,2,"Cook County, US-IL, US",42.14709087,-87.77602864,19,19,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12365849,2018/05/11 4:01 PM EDT,2018-05-11,2018-05-11 20:01:00 UTC,Eastern Time (US & Canada),2018-05-11 23:40:45 UTC,2018-06-19 14:49:09 UTC,research,1,0,false,,"Terryville, Plymouth, CT, USA",41.6946969442,-73.0352210999,61,61,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12365924,Fri May 11 2018 09:43:39 GMT-0700 (PDT),2018-05-11,2018-05-11 16:43:39 UTC,Pacific Time (US & Canada),2018-05-11 23:44:07 UTC,2018-05-20 19:25:36 UTC,research,2,0,false,3,"Trione-Annadel State Park, Santa Rosa, CA, US",38.4444083333,-122.6310716667,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12366377,Fri May 11 2018 17:05:06 GMT-0700 (PDT),2018-05-11,2018-05-12 00:05:06 UTC,Pacific Time (US & Canada),2018-05-12 00:05:27 UTC,2018-05-12 05:40:01 UTC,research,1,0,false,3,"Castle Rock State Park, Los Gatos, CA, US",37.2300900532,-122.1126252684,48,48,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12367673,Fri May 11 2018 19:51:52 GMT-0500 (CDT),2018-05-11,2018-05-12 00:51:52 UTC,Central Time (US & Canada),2018-05-12 01:00:39 UTC,2018-06-19 14:49:14 UTC,research,1,0,false,3,"2649 270th Ave, Brook Park, MN, US",45.9791348694,-93.1746563754,1846,1846,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12368332,Fri May 11 2018 20:28:29 GMT-0400 (EDT),2018-05-11,2018-05-12 00:28:29 UTC,Eastern Time (US & Canada),2018-05-12 01:30:41 UTC,2018-06-19 14:49:13 UTC,research,1,0,false,3,"200 Williamson Rd, Templeton, PA, US",40.853655,-79.412925,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12369397,Fri May 11 2018 19:09:13 GMT-0700 (PDT),2018-05-11,2018-05-12 02:09:13 UTC,Pacific Time (US & Canada),2018-05-12 02:09:44 UTC,2018-06-19 14:49:06 UTC,research,1,0,false,3,"855 Liberty St, Ashland, OR, US",42.1802229155,-122.703803368,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12373268,2018-05-11 10:42:13 AM PDT,2018-05-11,2018-05-11 17:42:13 UTC,Pacific Time (US & Canada),2018-05-12 06:23:05 UTC,2018-05-17 22:34:24 UTC,research,2,0,false,2,"Lake Anza Rd, Berkeley, CA 94708, USA",37.89752746,-122.25239092,10,10,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12373289,2018-05-11 11:15:35 AM PDT,2018-05-11,2018-05-11 18:15:35 UTC,Pacific Time (US & Canada),2018-05-12 06:24:33 UTC,2018-05-17 22:33:02 UTC,research,2,0,false,2,"Selby Trail, Berkeley, CA 94708, USA",37.89666035,-122.25498045,27,27,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12376746,2018-05-11 7:47:24 PM EDT,2018-05-11,2018-05-11 23:47:24 UTC,Eastern Time (US & Canada),2018-05-12 12:02:53 UTC,2018-07-01 15:08:27 UTC,needs_id,1,0,false,2,"Mansfield, CT, USA",41.8072662354,-72.3104019165,,,gps,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12380718,Sat May 12 2018 11:11:34 GMT-0400 (EDT),2018-05-12,2018-05-12 15:11:34 UTC,Eastern Time (US & Canada),2018-05-12 15:11:45 UTC,2018-06-19 14:49:15 UTC,research,1,0,false,3,"1238 Raynor Dr, North Chesterfield, VA, US",37.5156725395,-77.5447966417,32,32,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12381713,Sat May 12 2018 08:45:35 GMT-0700 (MST),2018-05-12,2018-05-12 14:45:35 UTC,Mountain Time (US & Canada),2018-05-12 15:45:54 UTC,2018-05-12 16:39:28 UTC,research,1,0,false,3,"Tonto National Forest, Payson, AZ, US",34.3455354357,-111.014846284,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12385540,Wed May 09 2018 11:01:14 GMT-0700 (PDT),2018-05-09,2018-05-09 18:01:14 UTC,Pacific Time (US & Canada),2018-05-12 17:33:29 UTC,2018-05-12 20:02:51 UTC,research,1,0,false,3,"2–98 McVey Rd, White Salmon, WA, US",45.7956166667,-121.4252616667,8,8,,Fragolina di bosco,Fragaria vesca,woodland strawberry,Plantae,50298
12386361,Sat May 12 2018 09:37:28 GMT-0600 (MDT),2018-05-12,2018-05-12 15:37:28 UTC,Mountain Time (US & Canada),2018-05-12 17:56:26 UTC,2018-06-15 01:34:30 UTC,research,1,0,false,3,"Hamilton, MT  59840, Hamilton, MT, US",46.1655626807,-113.997634728,894,894,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12388033,Sat May 12 2018 14:35:14 GMT-0400 (EDT),2018-05-12,2018-05-12 18:35:14 UTC,Eastern Time (US & Canada),2018-05-12 18:36:08 UTC,2018-06-04 21:12:24 UTC,research,1,0,false,3,"Great Swamp National Wildlife Refuge, Millington, NJ, US",40.7039521309,-74.5112684649,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12389203,Fri May 11 2018 17:28:42 GMT-0700 (PDT),2018-05-11,2018-05-12 00:28:42 UTC,Pacific Time (US & Canada),2018-05-12 19:11:06 UTC,2018-05-12 19:50:26 UTC,research,1,0,false,3,"El Palo Alto, Palo Alto, CA, US",37.4467866667,-122.169205,32,32,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12390979,2018/05/11 10:09 AM PDT,2018-05-11,2018-05-11 17:09:00 UTC,Pacific Time (US & Canada),2018-05-12 20:01:12 UTC,2018-06-19 14:49:16 UTC,research,1,0,false,,"Placer County, CA, USA",39.2136756862,-120.8204913139,8,8,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12391057,2018-05-12 9:55:04 AM PDT,2018-05-12,2018-05-12 16:55:04 UTC,Pacific Time (US & Canada),2018-05-12 20:02:19 UTC,2018-06-15 01:34:25 UTC,research,1,0,false,2,"NF-2030, Jacksonville, OR 97530, USA",42.0691029795,-122.863628827,8256,8256,gps,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12394874,Sat May 12 2018 17:55:50 GMT-0400 (EDT),2018-05-12,2018-05-12 21:55:50 UTC,Eastern Time (US & Canada),2018-05-12 21:56:14 UTC,2018-06-15 01:34:27 UTC,research,1,0,false,3,"11569 W Kinley Rd, Fowler, MI, US",43.0277755671,-84.7529023793,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12397390,Sat May 12 2018 16:40:34 GMT-0400 (EDT),2018-05-12,2018-05-12 20:40:34 UTC,Eastern Time (US & Canada),2018-05-12 23:08:46 UTC,2018-05-14 02:25:32 UTC,research,1,0,false,3,"Shenandoah National Park, Syria, VA, US",38.5161033333,-78.4398416667,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12399238,2018-05-12 7:11:27 PM CDT,2018-05-12,2018-05-13 00:11:27 UTC,Central Time (US & Canada),2018-05-13 00:11:56 UTC,2018-06-19 14:49:03 UTC,research,1,0,false,2,"202-206 Ivanhoe Ct, Murfreesboro, TN 37127, USA",35.7976054,-86.33677816,9,9,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12404387,2018/04/25 12:38 PM PDT,2018-04-25,2018-04-25 19:38:00 UTC,Pacific Time (US & Canada),2018-05-13 03:13:14 UTC,2018-05-14 17:43:18 UTC,research,1,0,false,,"Mendocino County, CA, USA",39.437618216,-123.2587909698,156,156,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12415264,Sun May 13 2018 11:06:10 GMT-0400 (EDT),2018-05-13,2018-05-13 15:06:10 UTC,Eastern Time (US & Canada),2018-05-13 15:30:30 UTC,2018-06-15 01:34:21 UTC,research,1,0,false,3,"31407 Schneider Rd, Hanoverton, OH, US",40.8045783333,-80.9085166667,5,5,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12417028,Sun May 13 2018 11:57:08 GMT-0400 (EDT),2018-05-13,2018-05-13 15:57:08 UTC,Eastern Time (US & Canada),2018-05-13 16:28:44 UTC,2018-06-19 14:49:18 UTC,research,1,0,false,3,"2478 Randall Dr, Oregon, OH, US",41.6425383333,-83.4888,8,8,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12423956,Sun May 13 2018 12:54:04 GMT-0700 (PDT),2018-05-13,2018-05-13 19:54:04 UTC,Pacific Time (US & Canada),2018-05-13 19:54:14 UTC,2018-06-19 14:48:56 UTC,research,1,0,false,3,"Old Fort Townsend State Park, Port Townsend, WA, US",48.0762615973,-122.7885974928,12,12,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12429436,Sun May 13 2018 10:34:55 GMT-0700 (PDT),2018-05-13,2018-05-13 17:34:55 UTC,Pacific Time (US & Canada),2018-05-13 22:33:51 UTC,2018-05-16 04:47:03 UTC,research,1,0,false,3,"William Heise County Park, Julian, CA, US",33.0393333333,-116.5900416667,10,10,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
12431118,2018/05/13 3:53 PM EDT,2018-05-13,2018-05-13 19:53:00 UTC,Eastern Time (US & Canada),2018-05-13 23:22:21 UTC,2018-05-13 23:37:49 UTC,research,1,0,false,,"Reston, VA, USA",38.9410527778,-77.3187876944,,,,Wild strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
