id,observed_on_string,observed_on,time_observed_at,time_zone,created_at,updated_at,quality_grade,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,positioning_method,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
21406839,Tue Mar 12 2019 18:15:42 GMT-0700 (PDT),2019-03-12,2019-03-13 01:15:42 UTC,Pacific Time (US & Canada),2019-03-20 01:46:56 UTC,2019-04-16 19:35:24 UTC,research,1,0,false,3,"Presidio of San Francisco, San Francisco, CA, US",37.8048137203,-122.4657721539,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21424821,2019/03/19 12:36 PM PDT,2019-03-19,2019-03-19 19:36:00 UTC,Pacific Time (US & Canada),2019-03-20 17:52:40 UTC,2021-08-20 16:18:23 UTC,research,2,0,false,,Point Reyes National Seashore,38.1198781897,-122.9520370339,31,31,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21425638,Wed Mar 20 2019 11:26:12 GMT-0700 (PDT),2019-03-20,2019-03-20 18:26:12 UTC,Pacific Time (US & Canada),2019-03-20 18:26:49 UTC,2021-03-28 03:38:06 UTC,research,1,0,false,3,"95060, Santa Cruz, CA, US",36.9815223618,-122.1546303761,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21465830,Thu Mar 21 2019 16:14:55 GMT-0700 (PDT),2019-03-21,2019-03-21 23:14:55 UTC,Pacific Time (US & Canada),2019-03-21 23:15:16 UTC,2019-04-16 19:35:06 UTC,casual,2,0,true,3,"3088 Telegraph Rd, Ventura, CA, US",34.2720225826,-119.2542192993,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21470937,2019/03/17 6:20 PM PDT,2019-03-17,2019-03-18 01:20:00 UTC,Pacific Time (US & Canada),2019-03-22 02:20:40 UTC,2019-03-22 02:24:02 UTC,research,1,0,false,,"Sonoma County, CA, USA",38.4273270753,-123.0857474143,3622,3622,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21478718,2019/03/18 6:41 PM PDT,2019-03-18,2019-03-19 01:41:00 UTC,Pacific Time (US & Canada),2019-03-22 09:43:29 UTC,2019-09-04 23:49:43 UTC,research,2,0,false,,"San Mateo County, CA, USA",37.6976102357,-122.4347018208,136,136,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21478727,2019/03/18 6:55 PM PDT,2019-03-18,2019-03-19 01:55:00 UTC,Pacific Time (US & Canada),2019-03-22 09:43:35 UTC,2019-04-16 22:55:22 UTC,research,3,0,false,,"San Mateo County, CA, USA",37.6969968156,-122.4338722229,371,371,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21495878,2019/03/11 3:35 PM PDT,2019-03-11,2019-03-11 22:35:00 UTC,Pacific Time (US & Canada),2019-03-22 22:02:20 UTC,2019-04-16 19:34:31 UTC,research,2,0,false,,"Fort Scott, Presidio of San Francisco, CA, USA",37.8029472222,-122.4734638889,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21524697,Sat Mar 23 2019 12:37:27 GMT-0700 (PDT),2019-03-23,2019-03-23 19:37:27 UTC,Pacific Time (US & Canada),2019-03-23 19:41:45 UTC,2019-04-16 19:34:26 UTC,research,2,0,false,3,"459 Fifth St, Montara, CA, US",37.5415988267,-122.5097582025,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21534641,Sat Mar 23 2019 12:36:35 GMT-0700 (PDT),2019-03-23,2019-03-23 19:36:35 UTC,Pacific Time (US & Canada),2019-03-23 23:31:08 UTC,2021-12-08 02:38:04 UTC,research,2,0,false,3,"Marin Headlands, Sausalito, CA, US",37.8421083333,-122.5391533333,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21538194,Wed Mar 20 2019 18:16:13 GMT-0400 (EDT),2019-03-20,2019-03-20 22:16:13 UTC,Eastern Time (US & Canada),2019-03-24 01:12:10 UTC,2019-03-24 16:51:32 UTC,research,2,0,false,3,"Mori Point, Pacifica, CA, US",37.6203216667,-122.4963833333,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21571843,2019-03-24 2:40:29 PM PDT,2019-03-24,2019-03-24 21:40:29 UTC,Pacific Time (US & Canada),2019-03-24 21:42:40 UTC,2019-04-16 19:33:50 UTC,research,2,0,false,2,"767a Portola St, San Francisco, CA 94129, USA",37.79182141,-122.45461892,4,4,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21574613,Sun Mar 24 2019 12:44:40 GMT-0700 (PDT),2019-03-24,2019-03-24 19:44:40 UTC,Pacific Time (US & Canada),2019-03-24 22:57:27 UTC,2019-04-16 19:33:49 UTC,research,1,0,false,3,"Point Reyes National Seashore, Marin County, US-CA, US",38.0478687538,-122.9836461135,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21587037,2019/03/23 6:09 PM PDT,2019-03-23,2019-03-24 01:09:00 UTC,Pacific Time (US & Canada),2019-03-25 04:33:45 UTC,2019-04-16 19:33:39 UTC,research,3,0,false,,"Pacific, Arcata, CA, USA",40.8759305263,-124.1553492071,8,8,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21598126,2019-03-23 2:52:28 PM PDT,2019-03-23,2019-03-23 21:52:28 UTC,Pacific Time (US & Canada),2019-03-25 15:12:35 UTC,2019-03-26 04:06:00 UTC,research,1,0,false,2,"Otis, OR 97368, USA",45.0527229309,-124.00831604,,,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21622609,2019-03-23 2:58:55 PM PDT,2019-03-23,2019-03-23 21:58:55 UTC,Pacific Time (US & Canada),2019-03-26 05:11:55 UTC,2019-04-16 19:33:28 UTC,research,1,0,false,2,"5930 Pacific Coast Hwy, Half Moon Bay, CA 94019, USA",37.5589942932,-122.5136413574,,,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21643328,2019-03-24 5:47:51 PM PDT,2019-03-24,2019-03-25 00:47:51 UTC,Pacific Time (US & Canada),2019-03-26 21:19:53 UTC,2019-04-16 19:33:17 UTC,research,1,0,false,2,"7501 CA-1, Bodega Bay, CA 94923, USA",38.40387008,-123.09787445,6,6,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21643344,2019-03-24 6:05:33 PM PDT,2019-03-24,2019-03-25 01:05:33 UTC,Pacific Time (US & Canada),2019-03-26 21:20:16 UTC,2019-04-16 19:33:15 UTC,research,1,0,false,2,"7501 CA-1, Bodega Bay, CA 94923, USA",38.40390767,-123.09787089,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21653768,Tue Mar 26 2019 17:43:14 GMT-0700 (PDT),2019-03-26,2019-03-27 00:43:14 UTC,Pacific Time (US & Canada),2019-03-27 02:57:09 UTC,2019-03-27 03:45:07 UTC,research,1,0,false,3,"Smelt Sands State Recreation Site, Yachats, OR, US",44.329925,-124.1012888333,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21663887,Tue Mar 26 2019 11:20:08 GMT-0700 (PDT),2019-03-26,2019-03-26 18:20:08 UTC,Pacific Time (US & Canada),2019-03-27 13:53:28 UTC,2019-08-14 03:14:45 UTC,research,1,0,false,3,"Siuslaw National Forest, Neskowin, OR, US",45.0527083333,-124.00835555,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21664872,2019/03/26 1:33 PM PDT,2019-03-26,2019-03-26 20:33:00 UTC,Pacific Time (US & Canada),2019-03-27 14:40:06 UTC,2019-12-30 13:36:23 UTC,research,4,0,false,,"Lakeshore, San Francisco, CA, USA",37.7203333333,-122.5042722222,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21699269,Thu Mar 28 2019 07:23:32 GMT-0700 (PDT),2019-03-28,2019-03-28 14:23:32 UTC,Pacific Time (US & Canada),2019-03-28 14:24:09 UTC,2019-04-16 19:32:47 UTC,research,1,0,false,3,"11 Doud Dr, Los Altos, CA, US",37.3816511415,-122.1020546166,53,53,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21706456,2019-03-28 11:06:23 AM PDT,2019-03-28,2019-03-28 18:06:23 UTC,Pacific Time (US & Canada),2019-03-28 18:07:02 UTC,2019-04-16 19:32:43 UTC,research,1,0,false,2,"105 Montgomery St, San Francisco, CA 94129, USA",37.80160916,-122.45830689,7,7,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21706676,2019-03-28 11:13:28 AM PDT,2019-03-28,2019-03-28 18:13:28 UTC,Pacific Time (US & Canada),2019-03-28 18:14:25 UTC,2019-04-16 19:32:41 UTC,research,1,0,false,2,"210 Lincoln Blvd, San Francisco, CA 94129, USA",37.80217566,-122.45694712,4,4,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21765454,Thu Mar 28 2019 10:41:53 GMT-0700 (PDT),2019-03-28,2019-03-28 17:41:53 UTC,Pacific Time (US & Canada),2019-03-30 03:40:12 UTC,2019-03-30 03:40:19 UTC,casual,0,0,true,3,"Irvine Regional Park, Orange, CA, US",33.793225,-117.7514033333,4,4,,,Fragaria chiloensis,beach strawberry,Plantae,55367
21767797,Fri Mar 22 2019 10:40:29 GMT-1000 (HST),2019-03-22,2019-03-22 20:40:29 UTC,Hawaii,2019-03-30 05:24:03 UTC,2019-04-16 19:32:04 UTC,research,2,0,false,3,"Presidio of San Francisco, San Francisco, CA, US",37.8053383333,-122.464845,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21806088,Sat Mar 30 2019 17:30:09 GMT-0700 (PDT),2019-03-30,2019-03-31 00:30:09 UTC,Pacific Time (US & Canada),2019-03-31 00:30:46 UTC,2019-08-14 03:14:36 UTC,research,1,0,false,3,"2885 Salmon Harbor Dr, Gardiner, OR, US",43.6294547745,-124.2133424587,16,16,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21808054,Sat Mar 30 2019 18:16:04 GMT-0700 (PDT),2019-03-30,2019-03-31 01:16:04 UTC,Pacific Time (US & Canada),2019-03-31 01:19:41 UTC,2019-04-16 19:31:47 UTC,research,1,0,false,3,"Ma We Mor View Ln, Trinidad, CA, US",41.0547802924,-124.1303506495,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21815106,Sat Mar 30 2019 11:55:27 GMT-0700 (PDT),2019-03-30,2019-03-30 18:55:27 UTC,Pacific Time (US & Canada),2019-03-31 04:28:31 UTC,2019-09-01 16:33:09 UTC,research,1,0,false,3,"Point Reyes National Seashore, Inverness, CA, US",38.2091484991,-122.9683699626,8,8,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21838796,2019-03-31 12:05:17 PM PDT,2019-03-31,2019-03-31 19:05:17 UTC,Pacific Time (US & Canada),2019-03-31 19:05:04 UTC,2020-02-09 18:11:29 UTC,research,1,0,false,2,"330 S G St, Arcata, CA 95521, USA",40.8585179038,-124.0900502913,16,16,,Земляника чилийская,Fragaria chiloensis,beach strawberry,Plantae,55367
21847838,2019-03-31 2:22:39 PM PDT,2019-03-31,2019-03-31 21:22:39 UTC,Pacific Time (US & Canada),2019-03-31 22:13:22 UTC,2019-04-18 15:51:09 UTC,research,1,0,false,2,"Bodega Head Trail, Bodega Bay, CA 94923, USA",38.30447758,-123.05613118,7,7,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21851432,Sun Mar 31 2019 12:51:45 GMT-0700 (PDT),2019-03-31,2019-03-31 19:51:45 UTC,Pacific Time (US & Canada),2019-03-31 23:37:22 UTC,2019-04-16 19:31:23 UTC,research,1,0,false,3,"Presidio of San Francisco, San Francisco, CA, US",37.804925,-122.4591216667,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21851862,Sun Mar 31 2019 12:51:45 GMT-0700 (PDT),2019-03-31,2019-03-31 19:51:45 UTC,Pacific Time (US & Canada),2019-03-31 23:48:33 UTC,2019-03-31 23:51:28 UTC,research,1,0,false,3,"Presidio of San Francisco, San Francisco, CA, US",37.804925,-122.4591216667,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21855395,Sun Mar 31 2019 14:40:41 GMT-0700 (PDT),2019-03-31,2019-03-31 21:40:41 UTC,Pacific Time (US & Canada),2019-04-01 01:14:09 UTC,2019-04-16 19:31:20 UTC,research,1,0,false,3,"Point Reyes National Seashore, Inverness, CA, US",38.1557971667,-122.9468833333,4,4,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21856471,2019/03/31 12:42 PM PDT,2019-03-31,2019-03-31 19:42:00 UTC,Pacific Time (US & Canada),2019-04-01 01:38:46 UTC,2019-04-24 18:32:33 UTC,research,1,0,false,,"1705 14th Ave, San Francisco, CA 94122, USA",37.7564084,-122.4717396,210,210,,Beach Strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21859262,Sun Mar 31 2019 15:28:25 GMT-0700 (PDT),2019-03-31,2019-03-31 22:28:25 UTC,Pacific Time (US & Canada),2019-04-01 02:53:25 UTC,2019-04-16 19:31:14 UTC,research,2,0,false,3,"94019, Half Moon Bay, CA, US",37.4575416667,-122.44452,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21885189,Mon Apr 01 2019 13:43:02 GMT-0700 (PDT),2019-04-01,2019-04-01 20:43:02 UTC,Pacific Time (US & Canada),2019-04-01 20:44:19 UTC,2019-04-16 19:31:07 UTC,research,1,0,false,3,"Point Reyes National Seashore, Inverness, CA, US",38.2082563543,-122.968196874,7,7,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21899177,Mon Apr 01 2019 15:09:31 GMT-0700 (PDT),2019-04-01,2019-04-01 22:09:31 UTC,Pacific Time (US & Canada),2019-04-02 03:58:37 UTC,2019-04-16 19:31:03 UTC,research,1,0,false,3,"Trinidad State Beach, Trinidad, CA, US",41.0696528333,-124.1585388333,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21938069,2019/03/22 11:36 AM PDT,2019-03-22,2019-03-22 18:36:00 UTC,Pacific Time (US & Canada),2019-04-03 05:40:26 UTC,2019-08-14 03:14:31 UTC,research,1,0,false,,101 Seal Rock (Lincoln County),44.491235,-124.083595,,,,Beach Strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21948348,2019/03/22 3:49 PM PDT,2019-03-22,2019-03-22 22:49:00 UTC,Pacific Time (US & Canada),2019-04-03 16:01:11 UTC,2019-09-12 01:20:18 UTC,research,1,0,false,,Siuslaw River--South Jetty,43.9763416667,-124.1389616667,,,,Beach Strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21960361,Wed Apr 03 2019 14:08:00 GMT-0700 (PDT),2019-04-03,2019-04-03 21:08:00 UTC,Pacific Time (US & Canada),2019-04-03 21:50:32 UTC,2019-04-23 17:07:26 UTC,research,1,0,false,3,"Golden Gate Natl. Rec. Area - SF, San Francisco County, Golden Gate National Recreation Area, US-CA, US",37.786586842,-122.4943001177,65,65,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21969845,Wed Apr 03 2019 18:33:43 GMT-0700 (PDT),2019-04-03,2019-04-04 01:33:43 UTC,Pacific Time (US & Canada),2019-04-04 02:33:14 UTC,2022-06-30 02:47:47 UTC,casual,1,0,true,3,"Lafayette Park, San Francisco, CA, US",37.7918382828,-122.4284266682,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
21999174,2019-04-04 3:55:14 PM PDT,2019-04-04,2019-04-04 22:55:14 UTC,Pacific Time (US & Canada),2019-04-04 22:55:59 UTC,2019-04-16 19:30:41 UTC,research,2,0,false,2,"215 Graham St, San Francisco, CA 94129, USA",37.8022497,-122.45609643,6,6,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22096913,Sat Apr 06 2019 09:43:17 GMT-0700 (PDT),2019-04-06,2019-04-06 16:43:17 UTC,Pacific Time (US & Canada),2019-04-06 16:43:34 UTC,2019-04-16 19:29:39 UTC,research,1,0,false,3,"Samoa Dunes State Recreation Area, Arcata, CA, US",40.7608650864,-124.2223588379,583,583,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22097121,Sat Apr 06 2019 09:46:17 GMT-0700 (PDT),2019-04-06,2019-04-06 16:46:17 UTC,Pacific Time (US & Canada),2019-04-06 16:47:06 UTC,2019-04-16 19:29:37 UTC,research,1,0,false,3,"Fine Arts Museums Of San Francisco, San Francisco, CA, US",37.7715953038,-122.4681946231,23,23,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22097173,Sat Apr 06 2019 09:47:26 GMT-0700 (PDT),2019-04-06,2019-04-06 16:47:26 UTC,Pacific Time (US & Canada),2019-04-06 16:48:16 UTC,2019-04-16 19:29:33 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.768969643,-122.4661951048,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22098091,Sat Apr 06 2019 10:07:08 GMT-0700 (PDT),2019-04-06,2019-04-06 17:07:08 UTC,Pacific Time (US & Canada),2019-04-06 17:07:11 UTC,2019-05-01 15:07:23 UTC,research,2,0,false,3,"Fine Arts Museums Of San Francisco, San Francisco, CA, US",37.7714568571,-122.4684866616,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22098165,Sat Apr 06 2019 10:07:31 GMT-0700 (PDT),2019-04-06,2019-04-06 17:07:31 UTC,Pacific Time (US & Canada),2019-04-06 17:08:27 UTC,2019-04-06 17:10:03 UTC,research,1,0,false,3,"Fine Arts Museums Of San Francisco, San Francisco, CA, US",37.7716977518,-122.4682885232,11,11,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22098389,Sat Apr 06 2019 10:11:46 GMT-0700 (PDT),2019-04-06,2019-04-06 17:11:46 UTC,Pacific Time (US & Canada),2019-04-06 17:12:16 UTC,2019-05-01 15:07:40 UTC,research,2,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7688111831,-122.4659001456,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22098520,Sat Apr 06 2019 10:16:01 GMT-0700 (PDT),2019-04-06,2019-04-06 17:16:01 UTC,Pacific Time (US & Canada),2019-04-06 17:16:17 UTC,2019-04-06 17:18:04 UTC,research,2,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7692466342,-122.4658793653,96,96,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22098538,Sat Apr 06 2019 10:16:27 GMT-0700 (PDT),2019-04-06,2019-04-06 17:16:27 UTC,Pacific Time (US & Canada),2019-04-06 17:17:01 UTC,2019-04-06 17:17:01 UTC,casual,0,0,false,3,"Golden Gate Park, San Francisco, CA, US",37.7668251646,-122.4641914596,1414,1414,,,Fragaria chiloensis,beach strawberry,Plantae,55367
22098570,Sat Apr 06 2019 10:12:50 GMT-0700 (PDT),2019-04-06,2019-04-06 17:12:50 UTC,Pacific Time (US & Canada),2019-04-06 17:17:45 UTC,2019-04-06 17:18:04 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7687685204,-122.4659567947,12,12,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22098736,2019-04-06 10:20:47 AM PDT,2019-04-06,2019-04-06 17:20:47 UTC,Pacific Time (US & Canada),2019-04-06 17:22:01 UTC,2019-04-06 17:22:42 UTC,research,1,0,false,2,"1028 Nancy Pelosi Dr, San Francisco, CA 94118, USA",37.7689264342,-122.4658730719,32,32,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22099873,Sat Apr 06 2019 10:43:14 GMT-0700 (PDT),2019-04-06,2019-04-06 17:43:14 UTC,Pacific Time (US & Canada),2019-04-06 17:44:07 UTC,2019-04-16 19:29:18 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7687979282,-122.4658941333,8,8,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22099957,Sat Apr 06 2019 10:45:04 GMT-0700 (PDT),2019-04-06,2019-04-06 17:45:04 UTC,Pacific Time (US & Canada),2019-04-06 17:45:43 UTC,2020-02-09 18:11:17 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7688137834,-122.4659065604,6,6,,Земляника чилийская,Fragaria chiloensis,beach strawberry,Plantae,55367
22099968,Sat Apr 06 2019 10:45:13 GMT-0700 (PDT),2019-04-06,2019-04-06 17:45:13 UTC,Pacific Time (US & Canada),2019-04-06 17:45:56 UTC,2019-04-16 19:29:05 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7688202165,-122.4659461218,6,6,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22101988,2019-04-06 11:28:19 AM PDT,2019-04-06,2019-04-06 18:28:19 UTC,Pacific Time (US & Canada),2019-04-06 18:28:52 UTC,2019-04-16 19:29:03 UTC,research,1,0,false,2,"2201 Lawton St, San Francisco, CA 94122, USA",37.75735036,-122.48674546,3,3,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22102383,2019-04-06 11:34:46 AM PDT,2019-04-06,2019-04-06 18:34:46 UTC,Pacific Time (US & Canada),2019-04-06 18:35:20 UTC,2019-04-16 19:29:01 UTC,research,1,0,false,2,"1638 28th Ave, San Francisco, CA 94122, USA",37.75679454,-122.48607192,9,9,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22102686,2019-04-06 11:41:11 AM PDT,2019-04-06,2019-04-06 18:41:11 UTC,Pacific Time (US & Canada),2019-04-06 18:41:36 UTC,2019-04-16 19:28:59 UTC,research,1,0,false,2,"1578 29th Ave, San Francisco, CA 94122, USA",37.75791913,-122.48732483,9,9,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22109381,Sat Apr 06 2019 10:36:52 GMT-0700 (PDT),2019-04-06,2019-04-06 17:36:52 UTC,Pacific Time (US & Canada),2019-04-06 20:56:28 UTC,2019-04-16 19:28:57 UTC,research,1,0,false,3,"Shoreline Ct, South San Francisco, CA, US",37.6716375466,-122.3875382248,32,32,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22109396,Sat Apr 06 2019 13:56:21 GMT-0700 (PDT),2019-04-06,2019-04-06 20:56:21 UTC,Pacific Time (US & Canada),2019-04-06 20:56:51 UTC,2019-05-01 15:07:42 UTC,research,2,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.768858054,-122.4659592621,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22110449,Sat Apr 06 2019 14:17:31 GMT-0700 (PDT),2019-04-06,2019-04-06 21:17:31 UTC,Pacific Time (US & Canada),2019-04-06 21:18:03 UTC,2019-04-16 19:28:48 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.769514299,-122.4671177847,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22111760,Sat Apr 06 2019 14:44:11 GMT-0700 (PDT),2019-04-06,2019-04-06 21:44:11 UTC,Pacific Time (US & Canada),2019-04-06 21:44:21 UTC,2019-04-16 19:28:13 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7688136138,-122.4659542089,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22111899,Sat Apr 06 2019 14:45:56 GMT-0700 (PDT),2019-04-06,2019-04-06 21:45:56 UTC,Pacific Time (US & Canada),2019-04-06 21:46:26 UTC,2020-02-09 18:11:05 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.768785475,-122.4660113315,12,12,,Земляника чилийская,Fragaria chiloensis,beach strawberry,Plantae,55367
22112060,Sat Apr 06 2019 14:49:10 GMT-0700 (PDT),2019-04-06,2019-04-06 21:49:10 UTC,Pacific Time (US & Canada),2019-04-06 21:49:36 UTC,2019-04-16 19:27:00 UTC,research,1,0,false,3,"Golden Gate Park, San Francisco, CA, US",37.7688324306,-122.4660040224,4,4,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22112067,Sat Apr 06 2019 14:49:00 GMT-0700 (PDT),2019-04-06,2019-04-06 21:49:00 UTC,Pacific Time (US & Canada),2019-04-06 21:49:43 UTC,2019-05-01 15:07:11 UTC,research,2,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7689785697,-122.4660258741,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22112208,Sat Apr 06 2019 14:51:05 GMT-0700 (PDT),2019-04-06,2019-04-06 21:51:05 UTC,Pacific Time (US & Canada),2019-04-06 21:52:03 UTC,2020-02-09 18:08:39 UTC,research,1,0,false,3,"California Academy of Sciences, San Francisco, CA, US",37.7688050987,-122.4659478677,9,9,,Земляника чилийская,Fragaria chiloensis,beach strawberry,Plantae,55367
22114726,2019-04-06 3:45:24 PM PDT,2019-04-06,2019-04-06 22:45:24 UTC,Pacific Time (US & Canada),2019-04-06 22:45:54 UTC,2019-04-16 19:26:43 UTC,research,2,0,false,2,"40 Sea Cliff Ave, San Francisco, CA 94121, USA",37.78904822,-122.48538862,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22115086,2019-04-06 3:52:39 PM PDT,2019-04-06,2019-04-06 22:52:39 UTC,Pacific Time (US & Canada),2019-04-06 22:53:59 UTC,2019-04-16 19:26:41 UTC,research,1,0,false,2,"600 El Camino Del Mar, San Francisco, CA 94121, USA",37.78701187,-122.48972149,7,7,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22116108,2019-04-06 4:08:30 PM PDT,2019-04-06,2019-04-06 23:08:30 UTC,Pacific Time (US & Canada),2019-04-06 23:21:31 UTC,2019-04-16 19:26:36 UTC,research,1,0,false,2,"100 34th Ave, San Francisco, CA 94121, USA",37.78479423,-122.50038227,6,6,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22122619,Sat Apr 06 2019 18:47:46 GMT-0700 (PDT),2019-04-06,2019-04-07 01:47:46 UTC,Pacific Time (US & Canada),2019-04-07 01:47:55 UTC,2019-05-17 01:45:16 UTC,research,1,0,false,3,"342–378 NW Lighthouse Dr, Newport, OR, US",44.6755602781,-124.064286603,48,48,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22163694,2019/04/06 3:43 PM PDT,2019-04-06,2019-04-06 22:43:00 UTC,Pacific Time (US & Canada),2019-04-07 22:00:35 UTC,2019-04-16 19:26:22 UTC,research,1,0,false,,"San Mateo County, CA, USA",37.1459166667,-122.3463972222,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
22163696,2019/04/06 3:43 PM PDT,2019-04-06,2019-04-06 22:43:00 UTC,Pacific Time (US & Canada),2019-04-07 22:00:36 UTC,2021-02-21 04:54:01 UTC,needs_id,3,0,false,,"San Mateo County, CA, USA",37.1459083333,-122.3464055556,10,10,,Pyrobombus,Pyrobombus,,Insecta,538900
22199748,Mon Apr 08 2019 10:09:07 GMT-0700 (PDT),2019-04-08,2019-04-08 17:09:07 UTC,Pacific Time (US & Canada),2019-04-08 17:09:18 UTC,2019-04-16 19:26:03 UTC,research,1,0,false,3,"Fort Winfield Scott Field, San Francisco, CA, US",37.8002207484,-122.4749663023,65,65,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
